X,Y,RowID,CrimeDateTime,CrimeCode,Location,Description,Inside_Outside,Weapon,Post,District,Neighborhood,Latitude,Longitude,GeoLocation,Premise,VRIName,Total_Incidents
1433412.55,604381.9385,4011,2021/11/17 18:22:59+00,1O,2800 PELHAM AVE,HOMICIDE,Inside,OTHER,432,NORTHEAST,BELAIR-EDISON,39.3254,-76.572,"(39.3254,-76.572)",DWELLING,,1
1422514.014,572826.8033,4106,2021/11/16 13:31:03+00,1A,100 W PATAPSCO AVE,HOMICIDE,Outside,FIREARM,912,SOUTHERN,BROOKLYN,39.2389,-76.611,"(39.2389,-76.611)",STREET,,1
1428770.283,598714.8805,4112,2021/11/16 07:17:13+00,1K,1700 N CHESTER ST,HOMICIDE,Inside,KNIFE,331,EASTERN,BROADWAY EAST,39.3099,-76.5885,"(39.3099,-76.5885)",CHURCH,,1
1430813.23,597485.7595,4225,2021/11/15 08:18:11+00,1A,2600 GROGAN AVE,HOMICIDE,Outside,FIREARM,332,EASTERN,BEREA,39.3065,-76.5813,"(39.3065,-76.5813)",STREET,,1
1411125.327,588260.6459,4230,2021/11/15 10:23:57+00,1A,2200 CHRISTIAN ST,HOMICIDE,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,39.2814,-76.651,"(39.2814,-76.651)",ALLEY,Tri-District,1
1437667.013,590451.8936,4379,2021/11/13 14:55:12+00,1A,4600 EASTERN AVE,HOMICIDE,Outside,FIREARM,233,SOUTHEAST,GREEKTOWN,39.2871,-76.5572,"(39.2871,-76.5572)",STREET,,1
1440479.808,588316.6952,4380,2021/11/13 15:14:59+00,1A,5700 O''DONNELL ST,HOMICIDE,Inside,FIREARM,233,SOUTHEAST,MEDFORD,39.2812,-76.5473,"(39.2812,-76.5473)",COMMON BUSINESS,,1
1430236.95,593549.3564,4712,2021/11/10 22:03:57+00,1K,2400 ORLEANS ST,HOMICIDE,Outside,KNIFE,221,SOUTHEAST,MCELDERRY PARK,39.2957,-76.5834,"(39.2957,-76.5834)",STREET,,1
1415886.815,600918.2948,4821,2021/11/09 18:16:51+00,1A,800 BROOKS LN,HOMICIDE,Outside,FIREARM,133,CENTRAL,RESERVOIR HILL,39.3161,-76.634,"(39.3161,-76.634)",VEHICLE,,1
1442102.072,586576.4582,4897,2021/11/08 20:12:32+00,1A,6200 CARDIFF AVE,HOMICIDE,Outside,FIREARM,234,SOUTHEAST,O'DONNELL HEIGHTS,39.2764,-76.5416,"(39.2764,-76.5416)",STREET,,1
1442102.072,586576.4582,4905,2021/11/08 20:12:32+00,1A,6200 CARDIFF AVE,HOMICIDE,Outside,FIREARM,234,SOUTHEAST,O'DONNELL HEIGHTS,39.2764,-76.5416,"(39.2764,-76.5416)",STREET,,1
1409164.921,590183.6686,5008,2021/11/07 14:01:22+00,1A,2500 HOLLINS ST,HOMICIDE,Outside,FIREARM,835,SOUTHWEST,SHIPLEY HILL,39.2867,-76.6579,"(39.2867,-76.6579)",STREET,,1
1413468.164,597193.4863,5114,2021/11/06 16:20:16+00,1A,1500 LESLIE ST,HOMICIDE,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,39.3059,-76.6426,"(39.3059,-76.6426)",VEHICLE,,1
1439733.61,601862.664,5118,2021/11/06 18:14:46+00,1A,4800 CLAYBURY AVE,HOMICIDE,Inside,FIREARM,443,NORTHEAST,FRANKFORD,39.3184,-76.5497,"(39.3184,-76.5497)",DWELLING,,1
1402142.623,599082.0843,5235,2021/11/05 01:30:09+00,1A,3900 CLIFTON AVE,HOMICIDE,Outside,FIREARM,812,SOUTHWEST,MOUNT HOLLY,39.3112,-76.6826,"(39.3112,-76.6826)",DWELLING,,1
1425721.783,571201.634,5247,2021/11/05 10:16:26+00,1A,800 PONTIAC AVE,HOMICIDE,Outside,FIREARM,913,SOUTHERN,BROOKLYN,39.2344,-76.5997,"(39.2344,-76.5997)",STREET,Brooklyn,1
1436877.529,601557.3417,5662,2021/11/01 03:26:25+00,1A,3900 ELMORA AVE,HOMICIDE,Outside,FIREARM,432,NORTHEAST,BELAIR-EDISON,39.3176,-76.5598,"(39.3176,-76.5598)",STREET,,1
1404441.924,589073.6978,5778,2021/10/31 00:00:48+00,1A,3500 LEEDS ST,HOMICIDE,Outside,FIREARM,835,SOUTHWEST,SAINT JOSEPHS,39.2837,-76.6746,"(39.2837,-76.6746)",STREET,,1
1423475.439,599529.3037,5824,2021/10/31 00:31:34+00,1A,700 E 20TH ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,39.3122,-76.6072,"(39.3122,-76.6072)",ALLEY,,1
1423135.263,573266.5347,5889,2021/10/30 14:27:00+00,1O,3500 S HANOVER ST,HOMICIDE,Outside,OTHER,912,SOUTHERN,BROOKLYN,39.2401,-76.6088,"(39.2401,-76.6088)",PUBLIC AREA,,1
1423916.69,595633.8609,5890,2021/10/30 23:23:00+00,1A,1000 HILLMAN ST,HOMICIDE,Outside,FIREARM,313,EASTERN,JOHNSTON SQUARE,39.3015,-76.6057,"(39.3015,-76.6057)",STREET,,1
1416372.943,592615.6405,5892,2021/10/30 20:20:53+00,1A,900 W MULBERRY ST,HOMICIDE,Outside,FIREARM,712,WESTERN,POPPLETON,39.2933,-76.6324,"(39.2933,-76.6324)",PUBLIC AREA,,1
1434234.098,592147.3822,5896,2021/10/30 20:23:00+00,1A,3400 LEVERTON AVE,HOMICIDE,Outside,FIREARM,222,SOUTHEAST,BALTIMORE HIGHLANDS,39.2918,-76.5693,"(39.2918,-76.5693)",STREET,,1
1416637.286,597242.5117,6111,2021/10/28 19:47:00+00,1A,400 WILSON ST,HOMICIDE,Outside,FIREARM,132,CENTRAL,MADISON PARK,39.306,-76.6314,"(39.306,-76.6314)",STREET,,1
1439195.168,602042.1337,6112,2021/10/28 21:30:00+00,1A,200 S BOULDIN ST,HOMICIDE,Inside,FIREARM,443,NORTHEAST,FRANKFORD,39.3189,-76.5516,"(39.3189,-76.5516)",DWELLING,,1
1429047.046,568739.6644,6221,2021/10/27 17:45:00+00,1A,4200 MORRISON CT,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,39.2276,-76.588,"(39.2276,-76.588)",ALLEY,,1
1397428.997,595533.0327,6523,2021/10/24 07:37:00+00,1A,4900 N FRANKLINTOWN RD,HOMICIDE,Outside,FIREARM,821,SOUTHWEST,WEST HILLS,39.3015,-76.6993,"(39.3015,-76.6993)",VEHICLE,,1
1416217.135,582088.6404,6524,2021/10/24 01:30:00+00,1A,2800 MANOKIN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,39.2644,-76.6331,"(39.2644,-76.6331)",STREET,,1
1412820.621,589068.4988,6574,2021/10/24 16:24:00+00,1A,300 S FULTON AVE,HOMICIDE,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,39.2836,-76.645,"(39.2836,-76.645)",STREET,Tri-District,1
1413487.7,592203.5241,6692,2021/10/23 12:46:00+00,1A,300 N GILMOR ST,HOMICIDE,Outside,FIREARM,711,WESTERN,FRANKLIN SQUARE,39.2922,-76.6426,"(39.2922,-76.6426)",STREET,,1
1412186.91,591907.0757,6867,2021/10/21 18:14:00+00,1A,1900 PENROSE AVE,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,39.2914,-76.6472,"(39.2914,-76.6472)",STREET,,1
1426022.394,612288.8081,7046,2021/10/19 14:57:00+00,1A,200 N EUTAW ST,HOMICIDE,Inside,FIREARM,413,NORTHEAST,NEW NORTHWOOD,39.3472,-76.598,"(39.3472,-76.598)",COMMON BUSINESS,,1
1433481.847,619753.3163,7425,2021/10/16 22:43:19+00,1A,6600 SNOWBERRY CT,HOMICIDE,Outside,FIREARM,423,NORTHEAST,HAMILTON HILLS,39.3676,-76.5715,"(39.3676,-76.5715)",STREET,,1
1429512.179,566119.3158,7540,2021/10/15 22:41:00+00,1A,5100 CURTIS AVE,HOMICIDE,Inside,FIREARM,911,SOUTHERN,CURTIS BAY,39.2204,-76.5864,"(39.2204,-76.5864)",DWELLING,,1
1413459.54,592166.9903,7599,2021/10/15 23:55:04+00,1A,1600 W SARATOGA ST,HOMICIDE,Outside,FIREARM,711,WESTERN,FRANKLIN SQUARE,39.2921,-76.6427,"(39.2921,-76.6427)",STREET,,1
1409484.626,587963.0382,7853,2021/10/12 13:46:00+00,1A,2600 DULANY ST,HOMICIDE,Outside,FIREARM,834,SOUTHWEST,MILLHILL,39.2806,-76.6568,"(39.2806,-76.6568)",STREET,,1
1424692.794,592869.0243,8088,2021/10/10 00:17:00+00,1A,300 FORREST ST,HOMICIDE,Outside,FIREARM,211,SOUTHEAST,PLEASANT VIEW GARDENS,39.2939,-76.603,"(39.2939,-76.603)",STREET,,1
1430353.16,599086.3028,8424,2021/10/07 03:56:00+00,1A,1700 N MILTON AVE,HOMICIDE,Inside,FIREARM,331,EASTERN,BEREA,39.3109,-76.5829,"(39.3109,-76.5829)",DWELLING,,1
1429599.447,596824.5924,8489,2021/10/06 18:43:55+00,1A,1200 N PATTERSON PARK AVE,HOMICIDE,Outside,FIREARM,331,EASTERN,BROADWAY EAST,39.3047,-76.5856,"(39.3047,-76.5856)",STREET,Eastern 2,1
1404566.81,593736.3507,8533,2021/10/06 23:22:00+00,1A,700 N EDGEWOOD ST,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDGEWOOD,39.2965,-76.6741,"(39.2965,-76.6741)",DWELLING,,1
1426091.042,596699.633,8993,2021/10/02 01:42:44+00,1A,1200 N CAROLINE ST,HOMICIDE,Outside,FIREARM,314,EASTERN,OLIVER,39.3044,-76.598,"(39.3044,-76.598)",STREET,,1
1417435.529,595788.7985,9110,2021/10/01 15:40:00+00,1A,500 W LAFAYETTE AVE,HOMICIDE,Outside,FIREARM,123,CENTRAL,UPTON,39.302,-76.6286,"(39.302,-76.6286)",PUBLIC AREA,Central,1
1417435.529,595788.7985,9116,2021/10/01 15:40:00+00,1A,500 W LAFAYETTE AVE,HOMICIDE,Outside,FIREARM,123,CENTRAL,UPTON,39.302,-76.6286,"(39.302,-76.6286)",PUBLIC AREA,Central,1
1428032.971,599075.8059,9483,2021/09/27 13:13:00+00,1A,1800 N CHAPEL ST,HOMICIDE,Outside,FIREARM,331,EASTERN,BROADWAY EAST,39.3109,-76.5911,"(39.3109,-76.5911)",STREET,,1
1419633.881,591135.6103,9484,2021/09/27 01:47:00+00,1A,0 S Eutaw St,HOMICIDE,Outside,FIREARM,114,CENTRAL,DOWNTOWN,39.2892,-76.6209,"(39.2892,-76.6209)",PUBLIC AREA,,1
1410665.508,597510.4791,9485,2021/09/27 17:35:00+00,1A,1600 N SMALLWOOD ST,HOMICIDE,Outside,FIREARM,723,WESTERN,EASTERWOOD,39.3068,-76.6525,"(39.3068,-76.6525)",STREET,Western,1
1405796.892,597929.4893,9491,2021/09/27 00:02:00+00,1A,1800 BLOOMINGDALE RD,HOMICIDE,Outside,FIREARM,813,SOUTHWEST,ROSEMONT,39.308,-76.6697,"(39.308,-76.6697)",COMMON BUSINESS,,1
1409706.416,589202.2698,9820,2021/09/24 07:25:00+00,1A,2500 MCHENRY ST,HOMICIDE,Outside,FIREARM,835,SOUTHWEST,SHIPLEY HILL,39.284,-76.656,"(39.284,-76.656)",STREET,,1
1411386.415,601374.1534,9933,2021/09/23 17:15:00+00,1K,1700 GWYNNS FALLS PKWY,HOMICIDE,Outside,KNIFE,732,WESTERN,PARKVIEW/WOODBROOK,39.3174,-76.6499,"(39.3174,-76.6499)",STREET,,1
1426259.165,571386.1112,9996,2021/09/23 13:13:00+00,1A,3600 9TH ST,HOMICIDE,Outside,FIREARM,912,SOUTHERN,BROOKLYN,39.2349,-76.5978,"(39.2349,-76.5978)",STREET,Brooklyn,1
1402256.193,607095.724,10056,2021/09/22 05:26:00+00,1A,3900 BELLE AVE,HOMICIDE,Outside,FIREARM,623,NORTHWEST,CALLAWAY-GARRISON,39.3332,-76.6821,"(39.3332,-76.6821)",PUBLIC AREA,,1
1410805.627,583014.4623,10180,2021/09/21 01:55:00+00,1A,2500 WASHINGTON BLVD,HOMICIDE,Outside,FIREARM,831,SOUTHWEST,MORRELL PARK,39.267,-76.6522,"(39.267,-76.6522)",STREET,,1
1401934.933,610008.5278,10182,2021/09/21 11:32:00+00,1A,5100 WABASH AVE,HOMICIDE,Outside,FIREARM,634,NORTHWEST,WEST ARLINGTON,39.3412,-76.6832,"(39.3412,-76.6832)",ALLEY,,1
1432625.917,597129.8988,10305,2021/09/20 20:50:00+00,1A,1200 N DECKER AVE,HOMICIDE,Outside,FIREARM,332,EASTERN,BEREA,39.3055,-76.5749,"(39.3055,-76.5749)",PUBLIC AREA,,1
1399675.539,600676.2684,10308,2021/09/20 08:00:00+00,1A,4500 CLIFTON RD,HOMICIDE,Outside,FIREARM,624,NORTHWEST,WINDSOR HILLS,39.3156,-76.6913,"(39.3156,-76.6913)",PUBLIC AREA,,1
1413364.947,594643.4251,10433,2021/09/19 14:13:00+00,1A,900 N GILMOR ST,HOMICIDE,Outside,FIREARM,724,WESTERN,SANDTOWN-WINCHESTER,39.2989,-76.643,"(39.2989,-76.643)",STREET,Central,1
1422647.361,614532.471,10652,2021/09/17 14:45:00+00,1K,5200 YORK RD,HOMICIDE,Outside,KNIFE,521,NORTHERN,YORK-HOMELAND,39.3534,-76.6099,"(39.3534,-76.6099)",PARKING LOT,,1
1435007.297,602167.5987,10784,2021/09/16 19:20:00+00,1A,3500 CLIFTMONT AVE,HOMICIDE,Outside,FIREARM,432,NORTHEAST,BELAIR-EDISON,39.3193,-76.5664,"(39.3193,-76.5664)",STREET,Northeastern,1
1411444.677,600937.291,10787,2021/09/16 18:04:00+00,1A,2200 BRYANT AVE,HOMICIDE,Outside,FIREARM,731,WESTERN,PARKVIEW/WOODBROOK,39.3162,-76.6497,"(39.3162,-76.6497)",STREET,Western,1
1423973.917,595488.4133,10845,2021/09/15 06:05:03+00,1A,800 ABBOTT CT,HOMICIDE,Inside,FIREARM,324,EASTERN,OLDTOWN,39.3011,-76.6055,"(39.3011,-76.6055)",DWELLING,,1
1410606.282,598202.3045,11032,2021/09/14 14:24:00+00,1A,1800 N SMALLWOOD ST,HOMICIDE,Outside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,39.3087,-76.6527,"(39.3087,-76.6527)",STREET,Western,1
1432551.703,594834.8544,11276,2021/09/12 23:52:00+00,1A,3000 E MONUMENT ST,HOMICIDE,Outside,FIREARM,333,EASTERN,MADISON-EASTEND,39.2992,-76.5752,"(39.2992,-76.5752)",STREET,,1
1423924.059,600478.2584,11277,2021/09/12 14:55:00+00,1A,2200 KIRK AVE,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,39.3148,-76.6056,"(39.3148,-76.6056)",STREET,Eastern 1,1
1432551.703,594834.8544,11279,2021/09/12 23:52:00+00,1A,3000 E MONUMENT ST,HOMICIDE,Outside,FIREARM,333,EASTERN,MADISON-EASTEND,39.2992,-76.5752,"(39.2992,-76.5752)",STREET,,1
1430421.738,596464.1002,11336,2021/09/12 21:43:00+00,1K,1100 N MILTON AVE,HOMICIDE,Outside,KNIFE,322,EASTERN,BIDDLE STREET,39.3037,-76.5827,"(39.3037,-76.5827)",STREET,Eastern 2,1
1444795.317,585825.2273,11402,2021/09/11 12:43:00+00,1K,1700 DUNDALK AVE,HOMICIDE,Outside,KNIFE,234,SOUTHEAST,BROENING MANOR,39.2743,-76.5321,"(39.2743,-76.5321)",STREET,,1
1430180.016,593621.944,11465,2021/09/10 14:57:00+00,1A,400 N MONTFORD AVE,HOMICIDE,Outside,FIREARM,221,SOUTHEAST,MCELDERRY PARK,39.2959,-76.5836,"(39.2959,-76.5836)",STREET,,1
1416627.286,599719.2879,11701,2021/09/09 19:11:00+00,1A,2200 CALLOW AVE,HOMICIDE,Outside,FIREARM,133,CENTRAL,RESERVOIR HILL,39.3128,-76.6314,"(39.3128,-76.6314)",STREET,,1
1419098.618,576819.0149,11943,2021/09/07 16:48:00+00,1A,600 CHERRY HILL RD,HOMICIDE,Outside,FIREARM,922,SOUTHERN,CHERRY HILL,39.2499,-76.623,"(39.2499,-76.623)",COMMON BUSINESS,,1
1406089.239,595344.4689,11991,2021/09/06 20:40:00+00,1A,1100 ELLICOTT DWY,HOMICIDE,Outside,FIREARM,814,SOUTHWEST,WINCHESTER,39.3009,-76.6687,"(39.3009,-76.6687)",STREET,,1
1396486.9,615417.389,12101,2021/09/05 21:53:00+00,1A,4100 PATTERSON AVE,HOMICIDE,Outside,FIREARM,631,NORTHWEST,REISTERSTOWN STATION,39.3561,-76.7024,"(39.3561,-76.7024)",STREET,,1
1396679.905,599610.0242,12240,2021/09/04 00:32:00+00,1A,5000 CORLEY RD,HOMICIDE,Outside,FIREARM,821,SOUTHWEST,WAKEFIELD,39.3127,-76.7019,"(39.3127,-76.7019)",STREET,,1
1430646.453,596829.3664,12246,2021/09/04 11:21:00+00,1A,2500 E BIDDLE ST,HOMICIDE,Outside,FIREARM,332,EASTERN,BIDDLE STREET,39.3047,-76.5819,"(39.3047,-76.5819)",SHED,Eastern 2,1
1414734.167,599056.0851,12385,2021/09/03 19:07:00+00,1A,1200 CLENDENIN ST,HOMICIDE,Outside,FIREARM,733,WESTERN,PENN NORTH,39.311,-76.6381,"(39.311,-76.6381)",ALLEY,,1
1429533.763,598827.6049,12690,2021/08/31 06:48:07+00,1A,1700 N PATTERSON PARK AVE,HOMICIDE,Outside,FIREARM,331,EASTERN,BROADWAY EAST,39.3102,-76.5858,"(39.3102,-76.5858)",STREET,,1
1414157.199,594682.9591,12868,2021/08/29 22:39:33+00,1A,900 N CALHOUN ST,HOMICIDE,Outside,FIREARM,724,WESTERN,SANDTOWN-WINCHESTER,39.299,-76.6402,"(39.299,-76.6402)",STREET,Central,1
1410674.081,587821.8436,13040,2021/08/28 21:52:00+00,1A,2300 WILKENS AVE,HOMICIDE,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,39.2802,-76.6526,"(39.2802,-76.6526)",STREET,Tri-District,1
1408840.477,608831.4214,13214,2021/08/27 19:10:35+00,1A,2400 LOYOLA SOUTHWAY,HOMICIDE,Outside,FIREARM,533,NORTHERN,GREENSPRING,39.3379,-76.6588,"(39.3379,-76.6588)",STREET,,1
1433039.264,593453.0257,13260,2021/08/26 21:00:00+00,1A,3100 PULASKI HWY,HOMICIDE,Outside,FIREARM,224,SOUTHEAST,ELLWOOD PARK/MONUMENT,39.2954,-76.5735,"(39.2954,-76.5735)",STREET,,1
1401537.838,610334.9693,13319,2021/08/26 02:48:30+00,1A,5200 FAIRLAWN AVE,HOMICIDE,Outside,FIREARM,634,NORTHWEST,WOODMERE,39.3421,-76.6846,"(39.3421,-76.6846)",STREET,,1
