X,Y,RowID,CrimeDateTime,CrimeCode,Location,Description,Inside_Outside,Weapon,Post,District,Neighborhood,Latitude,Longitude,GeoLocation,Premise,VRIName,Total_Incidents
1433978.17439898,592401.141847682,2737,2021/12/25 20:06:40+00,1A,3300 E BALTIMORE ST,HOMICIDE,Outside,FIREARM,222,SOUTHEAST,PATTERSON PARK NEIGHBORHOOD,39.2925,-76.5702,"(39.2925,-76.5702)",STREET,,1
1415164.07141949,590571.081793536,2738,2021/12/25 18:39:18+00,1A,1200 HOLLINS ST,HOMICIDE,Outside,FIREARM,931,SOUTHERN,HOLLINS MARKET,39.2877,-76.6367,"(39.2877,-76.6367)",PUBLIC AREA,,1
1428879.70295,568156.142165701,2922,2021/12/23 01:30:11+00,1A,4400 PENNINGTON AVE,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,39.226,-76.5886,"(39.226,-76.5886)",STREET,,1
1417045.8446986,594184.574627215,2924,2021/12/23 14:17:26+00,1A,1100 SHIELDS PL,HOMICIDE,Outside,FIREARM,123,CENTRAL,UPTON,39.2976,-76.63,"(39.2976,-76.63)",STREET,Central,1
1415739.65488342,595272.0231541,2999,2021/12/22 01:06:53+00,1A,700 MOSHER ST,HOMICIDE,Outside,FIREARM,123,CENTRAL,UPTON,39.3006,-76.6346,"(39.3006,-76.6346)",PUBLIC AREA,Central,1
1412521.03913646,578723.114059765,3078,2021/12/21 21:03:50+00,1A,2900 HOLLINS FERRY RD,HOMICIDE,Outside,FIREARM,923,SOUTHERN,LAKELAND,39.2552,-76.6462,"(39.2552,-76.6462)",PUBLIC AREA,,1
1422535.34899567,601018.654064196,3079,2021/12/21 11:49:44+00,1A,2400 BRENTWOOD AVE,HOMICIDE,Outside,FIREARM,311,EASTERN,BARCLAY,39.3163,-76.6105,"(39.3163,-76.6105)",STREET,,1
1433290.9043501,594109.82978241,3081,2021/12/21 17:23:21+00,1A,500 LONEYS LN,HOMICIDE,Outside,FIREARM,224,SOUTHEAST,ELLWOOD PARK/MONUMENT,39.2972,-76.5726,"(39.2972,-76.5726)",STREET,,1
1415422.98615076,596618.434039834,3511,2021/12/17 12:57:29+00,1A,600 LAURENS ST,HOMICIDE,Outside,FIREARM,123,CENTRAL,UPTON,39.3043,-76.6357,"(39.3043,-76.6357)",STREET,,1
1415046.28146525,598838.781659062,3519,2021/12/17 19:49:33+00,1A,1200 W NORTH AVE,HOMICIDE,Outside,FIREARM,733,WESTERN,PENN NORTH,39.3104,-76.637,"(39.3104,-76.637)",DWELLING,,1
1404571.62128175,592388.696704239,3613,2021/12/16 15:32:45+00,1A,500 DENISON ST,HOMICIDE,Outside,FIREARM,824,SOUTHWEST,LOWER EDMONDSON VILLAGE,39.2928,-76.6741,"(39.2928,-76.6741)",PUBLIC AREA,,1
1399472.11129044,585486.972619919,3615,2021/12/16 03:07:32+00,1A,600 LUCIA AVE,HOMICIDE,Outside,FIREARM,833,SOUTHWEST,YALE HEIGHTS,39.2739,-76.6922,"(39.2739,-76.6922)",STREET,,1
1401786.17723823,603961.635080576,3872,2021/12/13 17:06:23+00,1K,3900 NORFOLK AVE,HOMICIDE,Outside,KNIFE,623,NORTHWEST,CONCERNED CITIZENS OF FOREST PARK,39.3246,-76.6838,"(39.3246,-76.6838)",STREET,,1
1442905.8356964,612368.677165686,3946,2021/12/12 16:37:11+00,1A,1900 ARGONNE DR,HOMICIDE,Outside,FIREARM,445,NORTHEAST,CEDMONT,39.3472,-76.5383,"(39.3472,-76.5383)",ALLEY,,1
1422065.82958241,584990.254083799,4031,2021/12/11 13:33:26+00,1A,1500 MARSHALL ST,HOMICIDE,Inside,FIREARM,942,SOUTHERN,SOUTH BALTIMORE,39.2723,-76.6124,"(39.2723,-76.6124)",DWELLING,,1
1435815.63089283,610621.849595359,4220,2021/12/09 08:17:48+00,1A,4800 HOLDER AVE,HOMICIDE,Outside,FIREARM,426,NORTHEAST,WALTHERSON,39.3425,-76.5634,"(39.3425,-76.5634)",DWELLING,,1
1405455.42287286,606305.735776657,4379,2021/12/07 22:10:45+00,1A,3900 EDGEWOOD RD,HOMICIDE,Outside,FIREARM,625,NORTHWEST,EAST ARLINGTON,39.331,-76.6708,"(39.331,-76.6708)",STREET,,1
1414155.61973348,595083.613022081,4380,2021/12/07 19:21:12+00,1A,1000 N CALHOUN ST,HOMICIDE,Outside,FIREARM,724,WESTERN,SANDTOWN-WINCHESTER,39.3001,-76.6402,"(39.3001,-76.6402)",VEHICLE,Central,1
1430804.97547146,593114.870447566,4566,2021/12/05 15:45:47+00,1A,200 N ROSE ST,HOMICIDE,Outside,FIREARM,221,SOUTHEAST,MCELDERRY PARK,39.2945,-76.5814,"(39.2945,-76.5814)",STREET,,1
1412265.73663135,600794.7593555,4574,2021/12/05 12:38:38+00,1A,2900 PARKWOOD AVE,HOMICIDE,Outside,FIREARM,732,WESTERN,PARKVIEW/WOODBROOK,39.3158,-76.6468,"(39.3158,-76.6468)",STREET,Western,1
1408684.63263719,605115.59226057,4854,2021/12/02 21:45:00+00,1A,3500 REISTERSTOWN RD,HOMICIDE,Outside,FIREARM,612,NORTHWEST,PARK CIRCLE,39.3277,-76.6594,"(39.3277,-76.6594)",STREET,,1
1413273.7852246,596245.709839784,4856,2021/12/02 15:07:07+00,1A,1300 N GILMOR ST,HOMICIDE,Outside,FIREARM,724,WESTERN,SANDTOWN-WINCHESTER,39.3033,-76.6433,"(39.3033,-76.6433)",STREET,Central,1
1397058.96482262,587555.077796971,4959,2021/12/01 14:25:51+00,1A,500 RANDOM RD,HOMICIDE,Outside,FIREARM,833,SOUTHWEST,BEECHFIELD,39.2796,-76.7007,"(39.2796,-76.7007)",STREET,,1
1396738.77327173,616219.543989298,4960,2021/12/01 17:22:48+00,1A,6600 GIST AVE,HOMICIDE,Outside,FIREARM,632,NORTHWEST,GLEN,39.3583,-76.7015,"(39.3583,-76.7015)",PARKING LOT,,1
1403744.99438759,602038.030495988,5282,2021/11/28 01:39:47+00,1A,2800 GARRISON BLVD,HOMICIDE,Outside,FIREARM,624,NORTHWEST,GARWYN OAKS,39.3193,-76.6769,"(39.3193,-76.6769)",STREET,,1
1403340.99409506,612308.163571214,5339,2021/11/27 22:32:11+00,1A,5200 ELMER AVE,HOMICIDE,Outside,FIREARM,633,NORTHWEST,ARLINGTON,39.3475,-76.6782,"(39.3475,-76.6782)",PUBLIC AREA,Northwestern,1
1422818.27759894,601019.862783861,5340,2021/11/27 01:25:48+00,1A,2400 GREENMOUNT AVE,HOMICIDE,Outside,FIREARM,311,EASTERN,BARCLAY,39.3163,-76.6095,"(39.3163,-76.6095)",PUBLIC AREA,,1
1411807.19296983,594965.19287656,5613,2021/11/24 15:00:34+00,1A,1000 APPLETON ST,HOMICIDE,Outside,FIREARM,722,WESTERN,MIDTOWN-EDMONDSON,39.2998,-76.6485,"(39.2998,-76.6485)",STREET,,1
1405546.3462696,612461.728387022,5706,2021/11/23 17:53:00+00,1A,3000 OAKLEY AVE,HOMICIDE,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,39.3479,-76.6704,"(39.3479,-76.6704)",PUBLIC AREA,,1
1411402.2509652,589864.338366792,5904,2021/11/21 22:28:31+00,1A,2100 FREDERICK AVE,HOMICIDE,Outside,FIREARM,835,SOUTHWEST,BOYD-BOOTH,39.2858,-76.65,"(39.2858,-76.65)",STREET,Tri-District,1
1428079.70650392,594960.126485266,5905,2021/11/21 02:40:00+00,1O,800 N WOLFE ST,HOMICIDE,Outside,OTHER,321,EASTERN,MIDDLE EAST,39.2996,-76.591,"(39.2996,-76.591)",STREET,,1
1434742.3364687,592404.750946801,6046,2021/11/20 18:57:36+00,1A,0 S CONKLING ST,HOMICIDE,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,39.2925,-76.5675,"(39.2925,-76.5675)",STREET,,1
1417719.70399825,595498.566669936,6183,2021/11/18 13:00:00+00,1A,1200 DRUID HILL AVE,HOMICIDE,Outside,FIREARM,123,CENTRAL,UPTON,39.3012,-76.6276,"(39.3012,-76.6276)",STREET,Central,1
1413669.52983071,596356.530268031,6185,2021/11/18 19:00:00+00,1A,1300 N STRICKER ST,HOMICIDE,Outside,FIREARM,724,WESTERN,SANDTOWN-WINCHESTER,39.3036,-76.6419,"(39.3036,-76.6419)",STREET,,1
1425311.87233577,600156.476595682,6230,2021/11/18 03:42:52+00,1A,2100 AIKEN ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,39.3139,-76.6007,"(39.3139,-76.6007)",STREET,Eastern 1,1
1433412.55045524,604381.938490246,6338,2021/11/17 18:22:59+00,1O,2800 PELHAM AVE,HOMICIDE,Inside,OTHER,432,NORTHEAST,BELAIR-EDISON,39.3254,-76.572,"(39.3254,-76.572)",DWELLING,,1
1422514.01373,572826.803254626,6381,2021/11/16 13:35:00+00,1A,100 W PATAPSCO AVE,HOMICIDE,Outside,FIREARM,912,SOUTHERN,BROOKLYN,39.2389,-76.611,"(39.2389,-76.611)",STREET,,1
1428770.28295357,598714.880471977,6382,2021/11/16 07:17:13+00,1K,1700 N CHESTER ST,HOMICIDE,Inside,KNIFE,331,EASTERN,BROADWAY EAST,39.3099,-76.5885,"(39.3099,-76.5885)",CHURCH,,1
1411125.32699809,588260.64592183,6446,2021/11/15 10:23:57+00,1A,2200 CHRISTIAN ST,HOMICIDE,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,39.2814,-76.651,"(39.2814,-76.651)",ALLEY,Tri-District,1
1430813.23021419,597485.759512569,6492,2021/11/15 08:18:11+00,1A,2600 GROGAN AVE,HOMICIDE,Outside,FIREARM,332,EASTERN,BEREA,39.3065,-76.5813,"(39.3065,-76.5813)",STREET,,1
1437667.01252497,590451.893648204,6637,2021/11/13 14:55:12+00,1A,4600 EASTERN AVE,HOMICIDE,Outside,FIREARM,233,SOUTHEAST,GREEKTOWN,39.2871,-76.5572,"(39.2871,-76.5572)",STREET,,1
1440479.80760592,588316.695248897,6682,2021/11/13 15:14:59+00,1A,5700 O''DONNELL ST,HOMICIDE,Inside,FIREARM,233,SOUTHEAST,MEDFORD,39.2812,-76.5473,"(39.2812,-76.5473)",COMMON BUSINESS,,1
1430236.95044287,593549.356395246,6977,2021/11/10 22:21:00+00,1K,2400 ORLEANS ST,HOMICIDE,Outside,KNIFE,221,SOUTHEAST,MCELDERRY PARK,39.2957,-76.5834,"(39.2957,-76.5834)",STREET,,1
1415886.81514593,600918.294841242,7079,2021/11/09 17:42:00+00,1A,800 BROOKS LN,HOMICIDE,Outside,FIREARM,133,CENTRAL,RESERVOIR HILL,39.3161,-76.634,"(39.3161,-76.634)",VEHICLE,,1
1442102.07249792,586576.45819028,7105,2021/11/08 20:12:32+00,1A,6200 CARDIFF AVE,HOMICIDE,Outside,FIREARM,234,SOUTHEAST,O'DONNELL HEIGHTS,39.2764,-76.5416,"(39.2764,-76.5416)",STREET,,1
1442102.07249792,586576.45819028,7106,2021/11/08 20:12:32+00,1A,6200 CARDIFF AVE,HOMICIDE,Outside,FIREARM,234,SOUTHEAST,O'DONNELL HEIGHTS,39.2764,-76.5416,"(39.2764,-76.5416)",STREET,,1
1409645.96407754,590221.899266604,7208,2021/11/07 14:01:22+00,1A,2500 HOLLINS ST,HOMICIDE,Outside,FIREARM,835,SOUTHWEST,SHIPLEY HILL,39.2868,-76.6562,"(39.2868,-76.6562)",STREET,,1
1413468.16428224,597193.486317927,7307,2021/11/06 16:20:00+00,1A,1500 LESLIE ST,HOMICIDE,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,39.3059,-76.6426,"(39.3059,-76.6426)",VEHICLE,,1
1439733.60979053,601862.663986771,7308,2021/11/06 18:16:00+00,1A,4800 CLAYBURY AVE,HOMICIDE,Inside,FIREARM,443,NORTHEAST,FRANKFORD,39.3184,-76.5497,"(39.3184,-76.5497)",DWELLING,,1
1402142.62258166,599082.084305665,7409,2021/11/05 01:30:09+00,1A,3900 CLIFTON AVE,HOMICIDE,Outside,FIREARM,812,SOUTHWEST,MOUNT HOLLY,39.3112,-76.6826,"(39.3112,-76.6826)",DWELLING,,1
1425721.78289721,571201.634047644,7413,2021/11/05 10:17:00+00,1A,800 PONTIAC AVE,HOMICIDE,Outside,FIREARM,913,SOUTHERN,BROOKLYN,39.2344,-76.5997,"(39.2344,-76.5997)",STREET,Brooklyn,1
1436877.52852164,601557.341678575,7806,2021/11/01 03:28:00+00,1A,3900 ELMORA AVE,HOMICIDE,Outside,FIREARM,432,NORTHEAST,BELAIR-EDISON,39.3176,-76.5598,"(39.3176,-76.5598)",STREET,,1
1404441.92427073,589073.697809507,7912,2021/10/31 00:00:00+00,1A,3500 LEEDS ST,HOMICIDE,Outside,FIREARM,835,SOUTHWEST,SAINT JOSEPHS,39.2837,-76.6746,"(39.2837,-76.6746)",STREET,,1
1423163.57443021,599673.6590869,7969,2021/10/31 00:29:00+00,1A,700 E 20TH ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,39.3126,-76.6083,"(39.3126,-76.6083)",ALLEY,,1
1416344.34772888,592688.3725909,8020,2021/10/30 01:00:00+00,1A,900 W MULBERRY ST,HOMICIDE,Outside,FIREARM,713,WESTERN,HARLEM PARK,39.2935,-76.6325,"(39.2935,-76.6325)",PUBLIC AREA,,1
1423135.26306863,573266.534744124,8023,2021/10/30 14:27:00+00,1O,3500 S HANOVER ST,HOMICIDE,Outside,OTHER,912,SOUTHERN,BROOKLYN,39.2401,-76.6088,"(39.2401,-76.6088)",PUBLIC AREA,,1
1423916.68976154,595633.860947513,8024,2021/10/30 23:23:00+00,1A,1000 HILLMAN ST,HOMICIDE,Outside,FIREARM,313,EASTERN,JOHNSTON SQUARE,39.3015,-76.6057,"(39.3015,-76.6057)",STREET,,1
1434375.43885691,592184.473131731,8030,2021/10/30 20:23:00+00,1A,3400 LEVERTON AVE,HOMICIDE,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,39.2919,-76.5688,"(39.2919,-76.5688)",STREET,,1
1433757.57561593,591161.699286033,8226,2021/10/28 21:30:00+00,1A,200 S BOULDIN ST,HOMICIDE,Inside,FIREARM,225,SOUTHEAST,HIGHLANDTOWN,39.2891,-76.571,"(39.2891,-76.571)",DWELLING,,1
1416637.28617866,597242.511743728,8274,2021/10/28 19:47:00+00,1A,400 WILSON ST,HOMICIDE,Outside,FIREARM,132,CENTRAL,MADISON PARK,39.306,-76.6314,"(39.306,-76.6314)",STREET,,1
1429047.04602872,568739.664356894,8385,2021/10/27 17:45:00+00,1A,4200 MORRISON CT,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,39.2276,-76.588,"(39.2276,-76.588)",ALLEY,,1
1397428.99672293,595533.032695434,8622,2021/10/24 07:37:00+00,1A,4900 N FRANKLINTOWN RD,HOMICIDE,Outside,FIREARM,821,SOUTHWEST,WEST HILLS,39.3015,-76.6993,"(39.3015,-76.6993)",VEHICLE,,1
1416217.13470055,582088.640438667,8624,2021/10/24 01:30:00+00,1A,2800 MANOKIN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,39.2644,-76.6331,"(39.2644,-76.6331)",STREET,,1
1412848.92683984,589068.608841774,8625,2021/10/24 16:24:00+00,1A,300 S FULTON AVE,HOMICIDE,Outside,FIREARM,934,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,39.2836,-76.6449,"(39.2836,-76.6449)",STREET,Tri-District,1
1413487.70026651,592203.524080545,8725,2021/10/23 12:46:00+00,1A,300 N GILMOR ST,HOMICIDE,Outside,FIREARM,711,WESTERN,FRANKLIN SQUARE,39.2922,-76.6426,"(39.2922,-76.6426)",STREET,,1
1412186.91044356,591907.075729206,9002,2021/10/21 18:14:00+00,1A,1900 PENROSE AVE,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,39.2914,-76.6472,"(39.2914,-76.6472)",STREET,,1
1426022.39354908,612288.808051643,9168,2021/10/19 14:57:00+00,1A,200 N EUTAW ST,HOMICIDE,Inside,FIREARM,413,NORTHEAST,NEW NORTHWOOD,39.3472,-76.598,"(39.3472,-76.598)",COMMON BUSINESS,,1
1433481.84742985,619753.316316991,9477,2021/10/16 22:43:19+00,1A,6600 SNOWBERRY CT,HOMICIDE,Outside,FIREARM,423,NORTHEAST,HAMILTON HILLS,39.3676,-76.5715,"(39.3676,-76.5715)",STREET,,1
1429512.17882987,566119.315838302,9590,2021/10/15 22:41:00+00,1A,5100 CURTIS AVE,HOMICIDE,Inside,FIREARM,911,SOUTHERN,CURTIS BAY,39.2204,-76.5864,"(39.2204,-76.5864)",DWELLING,,1
1413459.39774913,592203.413290086,9591,2021/10/15 23:55:04+00,1A,1600 W SARATOGA ST,HOMICIDE,Outside,FIREARM,711,WESTERN,FRANKLIN SQUARE,39.2922,-76.6427,"(39.2922,-76.6427)",STREET,,1
1409484.62574084,587963.038164441,9854,2021/10/12 13:46:00+00,1A,2600 DULANY ST,HOMICIDE,Outside,FIREARM,834,SOUTHWEST,MILLHILL,39.2806,-76.6568,"(39.2806,-76.6568)",STREET,,1
1424692.79449361,592869.024317937,10093,2021/10/10 00:17:00+00,1A,300 FORREST ST,HOMICIDE,Outside,FIREARM,211,SOUTHEAST,PLEASANT VIEW GARDENS,39.2939,-76.603,"(39.2939,-76.603)",STREET,,1
1430353.16008565,599086.302761509,10418,2021/10/07 03:56:00+00,1A,1700 N MILTON AVE,HOMICIDE,Inside,FIREARM,331,EASTERN,BEREA,39.3109,-76.5829,"(39.3109,-76.5829)",DWELLING,,1
1429599.44678866,596824.592380243,10481,2021/10/06 18:43:55+00,1A,1200 N PATTERSON PARK AVE,HOMICIDE,Outside,FIREARM,331,EASTERN,BROADWAY EAST,39.3047,-76.5856,"(39.3047,-76.5856)",STREET,Eastern 2,1
1404566.81016794,593736.350695312,10482,2021/10/06 23:22:00+00,1A,700 N EDGEWOOD ST,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDGEWOOD,39.2965,-76.6741,"(39.2965,-76.6741)",DWELLING,,1
1426091.36323046,596626.786908546,10902,2021/10/02 01:42:44+00,1A,1200 N CAROLINE ST,HOMICIDE,Outside,FIREARM,314,EASTERN,OLIVER,39.3042,-76.598,"(39.3042,-76.598)",STREET,,1
1417151.3612495,596079.03353215,11029,2021/10/01 15:40:00+00,1A,500 W LAFAYETTE AVE,HOMICIDE,Outside,FIREARM,123,CENTRAL,UPTON,39.3028,-76.6296,"(39.3028,-76.6296)",PUBLIC AREA,Central,1
1417151.3612495,596079.03353215,11065,2021/10/01 15:40:00+00,1A,500 W LAFAYETTE AVE,HOMICIDE,Outside,FIREARM,123,CENTRAL,UPTON,39.3028,-76.6296,"(39.3028,-76.6296)",PUBLIC AREA,Central,1
1419633.88129462,591135.610256391,11438,2021/09/27 01:47:00+00,1A,0 S Eutaw St,HOMICIDE,Outside,FIREARM,114,CENTRAL,DOWNTOWN,39.2892,-76.6209,"(39.2892,-76.6209)",PUBLIC AREA,,1
